id,pregunta,categoria,intencion,emocion_detectada,nivel_alerta,respuesta,recomendacion,pregunta_seguimiento,respuesta_final,tecnica_apoyo,contexto,requiere_derivacion,prioridad_atencion,accion_sistema
856,tengo miedo al examen de matematicas,examen,apoyo_examen,ANSIOSO,MEDIA,Respira. Todavía puedes organizar un repaso útil sin castigarte.,Duerme lo mejor posible; estudiar agotado puede empeorar el bloqueo.,¿Qué parte ya entiendes y cuál te falta repasar?,"Respira. Todavía puedes organizar un repaso útil sin castigarte.

Recomendación: Duerme lo mejor posible; estudiar agotado puede empeorar el bloqueo.

¿Qué parte ya entiendes y cuál te falta repasar?",manejo_bloqueo,evaluacion,NO,MEDIA,Registrar análisis emocional
857,hoy tengo miedo al examen de matematicas,examen,apoyo_examen,ANSIOSO,MEDIA,La ansiedad antes de una prueba no significa falta de capacidad; significa que te importa.,Repasa primero los temas más probables y luego practica con ejemplos.,¿Qué tema te preocupa más?,"La ansiedad antes de una prueba no significa falta de capacidad; significa que te importa.

Recomendación: Repasa primero los temas más probables y luego practica con ejemplos.

¿Qué tema te preocupa más?",plan_estudio,academico,NO,MEDIA,Registrar análisis emocional
858,ultimamente tengo miedo al examen de matematicas,examen,apoyo_examen,ANSIOSO,MEDIA,"Si te bloqueas, conviene tener un plan simple para recuperar calma.",Haz un resumen corto por tema y evita estudiar sin descanso hasta agotarte.,¿Quieres que te ayude a organizar un plan rápido de estudio?,"Si te bloqueas, conviene tener un plan simple para recuperar calma.

Recomendación: Haz un resumen corto por tema y evita estudiar sin descanso hasta agotarte.

¿Quieres que te ayude a organizar un plan rápido de estudio?",manejo_bloqueo,evaluacion,NO,MEDIA,Registrar análisis emocional
859,tengo miedo al examen de matematicas y necesito ayuda,examen,apoyo_examen,ANSIOSO,MEDIA,Es normal sentir nervios antes de un examen. Eso no significa que te irá mal automáticamente.,"Si te bloqueas, pasa a otra pregunta y vuelve después.",¿De qué materia es el examen?,"Es normal sentir nervios antes de un examen. Eso no significa que te irá mal automáticamente.

Recomendación: Si te bloqueas, pasa a otra pregunta y vuelve después.

¿De qué materia es el examen?",plan_estudio,academico,NO,MEDIA,Registrar análisis emocional
860,tengo miedo al examen de matematicas puedes ayudarme,examen,apoyo_examen,ANSIOSO,MEDIA,Entiendo la presión. Podemos enfocarnos en lo que sí puedes hacer antes de la prueba.,Divide el tiempo de repaso en bloques cortos y empieza por lo que más vale puntos.,¿Cuánto tiempo tienes para repasar?,"Entiendo la presión. Podemos enfocarnos en lo que sí puedes hacer antes de la prueba.

Recomendación: Divide el tiempo de repaso en bloques cortos y empieza por lo que más vale puntos.

¿Cuánto tiempo tienes para repasar?",manejo_bloqueo,evaluacion,NO,MEDIA,Registrar análisis emocional
861,tengo miedo al examen y me siento mal,examen,apoyo_examen,ANSIOSO,MEDIA,El miedo al examen suele crecer cuando pensamos en todo a la vez.,Duerme lo mejor posible; estudiar agotado puede empeorar el bloqueo.,¿Te bloqueas antes o durante el examen?,"El miedo al examen suele crecer cuando pensamos en todo a la vez.

Recomendación: Duerme lo mejor posible; estudiar agotado puede empeorar el bloqueo.

¿Te bloqueas antes o durante el examen?",plan_estudio,academico,NO,MEDIA,Registrar análisis emocional
862,hoy tengo miedo al examen y me siento mal,examen,apoyo_examen,ANSIOSO,MEDIA,Respira. Todavía puedes organizar un repaso útil sin castigarte.,Repasa primero los temas más probables y luego practica con ejemplos.,¿Qué tema te preocupa más?,"Respira. Todavía puedes organizar un repaso útil sin castigarte.

Recomendación: Repasa primero los temas más probables y luego practica con ejemplos.

¿Qué tema te preocupa más?",manejo_bloqueo,evaluacion,NO,MEDIA,Registrar análisis emocional
863,ultimamente tengo miedo al examen y me siento mal,examen,apoyo_examen,ANSIOSO,MEDIA,La ansiedad antes de una prueba no significa falta de capacidad; significa que te importa.,Haz un resumen corto por tema y evita estudiar sin descanso hasta agotarte.,¿Quieres que te ayude a organizar un plan rápido de estudio?,"La ansiedad antes de una prueba no significa falta de capacidad; significa que te importa.

Recomendación: Haz un resumen corto por tema y evita estudiar sin descanso hasta agotarte.

¿Quieres que te ayude a organizar un plan rápido de estudio?",plan_estudio,academico,NO,MEDIA,Registrar análisis emocional
864,tengo miedo al examen y me siento mal y necesito ayuda,examen,apoyo_examen,ANSIOSO,MEDIA,"Si te bloqueas, conviene tener un plan simple para recuperar calma.","Antes del examen, respira lento y lee cada pregunta con calma.",¿Qué parte ya entiendes y cuál te falta repasar?,"Si te bloqueas, conviene tener un plan simple para recuperar calma.

Recomendación: Antes del examen, respira lento y lee cada pregunta con calma.

¿Qué parte ya entiendes y cuál te falta repasar?",manejo_bloqueo,evaluacion,NO,MEDIA,Registrar análisis emocional
865,tengo miedo al examen y me siento mal puedes ayudarme,examen,apoyo_examen,ANSIOSO,MEDIA,Es normal sentir nervios antes de un examen. Eso no significa que te irá mal automáticamente.,Divide el tiempo de repaso en bloques cortos y empieza por lo que más vale puntos.,¿Cuánto tiempo tienes para repasar?,"Es normal sentir nervios antes de un examen. Eso no significa que te irá mal automáticamente.

Recomendación: Divide el tiempo de repaso en bloques cortos y empieza por lo que más vale puntos.

¿Cuánto tiempo tienes para repasar?",plan_estudio,academico,NO,MEDIA,Registrar análisis emocional
866,tengo miedo al examen porque no repase,examen,apoyo_examen,ANSIOSO,MEDIA,Entiendo la presión. Podemos enfocarnos en lo que sí puedes hacer antes de la prueba.,Duerme lo mejor posible; estudiar agotado puede empeorar el bloqueo.,¿Te bloqueas antes o durante el examen?,"Entiendo la presión. Podemos enfocarnos en lo que sí puedes hacer antes de la prueba.

Recomendación: Duerme lo mejor posible; estudiar agotado puede empeorar el bloqueo.

¿Te bloqueas antes o durante el examen?",manejo_bloqueo,evaluacion,NO,MEDIA,Registrar análisis emocional
867,hoy tengo miedo al examen porque no repase,examen,apoyo_examen,ANSIOSO,MEDIA,El miedo al examen suele crecer cuando pensamos en todo a la vez.,Repasa primero los temas más probables y luego practica con ejemplos.,¿De qué materia es el examen?,"El miedo al examen suele crecer cuando pensamos en todo a la vez.

Recomendación: Repasa primero los temas más probables y luego practica con ejemplos.

¿De qué materia es el examen?",plan_estudio,academico,NO,MEDIA,Registrar análisis emocional
868,ultimamente tengo miedo al examen porque no repase,examen,apoyo_examen,ANSIOSO,MEDIA,Respira. Todavía puedes organizar un repaso útil sin castigarte.,Haz un resumen corto por tema y evita estudiar sin descanso hasta agotarte.,¿Quieres que te ayude a organizar un plan rápido de estudio?,"Respira. Todavía puedes organizar un repaso útil sin castigarte.

Recomendación: Haz un resumen corto por tema y evita estudiar sin descanso hasta agotarte.

¿Quieres que te ayude a organizar un plan rápido de estudio?",manejo_bloqueo,evaluacion,NO,MEDIA,Registrar análisis emocional
869,tengo miedo al examen porque no repase y necesito ayuda,examen,apoyo_examen,ANSIOSO,MEDIA,La ansiedad antes de una prueba no significa falta de capacidad; significa que te importa.,"Antes del examen, respira lento y lee cada pregunta con calma.",¿Qué parte ya entiendes y cuál te falta repasar?,"La ansiedad antes de una prueba no significa falta de capacidad; significa que te importa.

Recomendación: Antes del examen, respira lento y lee cada pregunta con calma.

¿Qué parte ya entiendes y cuál te falta repasar?",plan_estudio,academico,NO,MEDIA,Registrar análisis emocional
870,tengo miedo al examen porque no repase puedes ayudarme,examen,apoyo_examen,ANSIOSO,MEDIA,"Si te bloqueas, conviene tener un plan simple para recuperar calma.","Si te bloqueas, pasa a otra pregunta y vuelve después.",¿Qué tema te preocupa más?,"Si te bloqueas, conviene tener un plan simple para recuperar calma.

Recomendación: Si te bloqueas, pasa a otra pregunta y vuelve después.

¿Qué tema te preocupa más?",manejo_bloqueo,evaluacion,NO,MEDIA,Registrar análisis emocional
871,tengo miedo al examen aunque estudie,examen,apoyo_examen,ANSIOSO,MEDIA,Es normal sentir nervios antes de un examen. Eso no significa que te irá mal automáticamente.,Duerme lo mejor posible; estudiar agotado puede empeorar el bloqueo.,¿Te bloqueas antes o durante el examen?,"Es normal sentir nervios antes de un examen. Eso no significa que te irá mal automáticamente.

Recomendación: Duerme lo mejor posible; estudiar agotado puede empeorar el bloqueo.

¿Te bloqueas antes o durante el examen?",plan_estudio,academico,NO,MEDIA,Registrar análisis emocional
872,hoy tengo miedo al examen aunque estudie,examen,apoyo_examen,ANSIOSO,MEDIA,Entiendo la presión. Podemos enfocarnos en lo que sí puedes hacer antes de la prueba.,Repasa primero los temas más probables y luego practica con ejemplos.,¿De qué materia es el examen?,"Entiendo la presión. Podemos enfocarnos en lo que sí puedes hacer antes de la prueba.

Recomendación: Repasa primero los temas más probables y luego practica con ejemplos.

¿De qué materia es el examen?",manejo_bloqueo,evaluacion,NO,MEDIA,Registrar análisis emocional
873,ultimamente tengo miedo al examen aunque estudie,examen,apoyo_examen,ANSIOSO,MEDIA,El miedo al examen suele crecer cuando pensamos en todo a la vez.,Haz un resumen corto por tema y evita estudiar sin descanso hasta agotarte.,¿Cuánto tiempo tienes para repasar?,"El miedo al examen suele crecer cuando pensamos en todo a la vez.

Recomendación: Haz un resumen corto por tema y evita estudiar sin descanso hasta agotarte.

¿Cuánto tiempo tienes para repasar?",plan_estudio,academico,NO,MEDIA,Registrar análisis emocional
874,tengo miedo al examen aunque estudie y necesito ayuda,examen,apoyo_examen,ANSIOSO,MEDIA,Respira. Todavía puedes organizar un repaso útil sin castigarte.,"Antes del examen, respira lento y lee cada pregunta con calma.",¿Qué parte ya entiendes y cuál te falta repasar?,"Respira. Todavía puedes organizar un repaso útil sin castigarte.

Recomendación: Antes del examen, respira lento y lee cada pregunta con calma.

¿Qué parte ya entiendes y cuál te falta repasar?",manejo_bloqueo,evaluacion,NO,MEDIA,Registrar análisis emocional
875,tengo miedo al examen aunque estudie puedes ayudarme,examen,apoyo_examen,ANSIOSO,MEDIA,La ansiedad antes de una prueba no significa falta de capacidad; significa que te importa.,"Si te bloqueas, pasa a otra pregunta y vuelve después.",¿Qué tema te preocupa más?,"La ansiedad antes de una prueba no significa falta de capacidad; significa que te importa.

Recomendación: Si te bloqueas, pasa a otra pregunta y vuelve después.

¿Qué tema te preocupa más?",plan_estudio,academico,NO,MEDIA,Registrar análisis emocional
876,mañana tengo examen,examen,apoyo_examen,ANSIOSO,MEDIA,"Si te bloqueas, conviene tener un plan simple para recuperar calma.",Divide el tiempo de repaso en bloques cortos y empieza por lo que más vale puntos.,¿Quieres que te ayude a organizar un plan rápido de estudio?,"Si te bloqueas, conviene tener un plan simple para recuperar calma.

Recomendación: Divide el tiempo de repaso en bloques cortos y empieza por lo que más vale puntos.

¿Quieres que te ayude a organizar un plan rápido de estudio?",manejo_bloqueo,evaluacion,NO,MEDIA,Registrar análisis emocional
877,hoy mañana tengo examen,examen,apoyo_examen,ANSIOSO,MEDIA,Es normal sentir nervios antes de un examen. Eso no significa que te irá mal automáticamente.,Repasa primero los temas más probables y luego practica con ejemplos.,¿De qué materia es el examen?,"Es normal sentir nervios antes de un examen. Eso no significa que te irá mal automáticamente.

Recomendación: Repasa primero los temas más probables y luego practica con ejemplos.

¿De qué materia es el examen?",plan_estudio,academico,NO,MEDIA,Registrar análisis emocional
878,ultimamente mañana tengo examen,examen,apoyo_examen,ANSIOSO,MEDIA,Entiendo la presión. Podemos enfocarnos en lo que sí puedes hacer antes de la prueba.,Haz un resumen corto por tema y evita estudiar sin descanso hasta agotarte.,¿Cuánto tiempo tienes para repasar?,"Entiendo la presión. Podemos enfocarnos en lo que sí puedes hacer antes de la prueba.

Recomendación: Haz un resumen corto por tema y evita estudiar sin descanso hasta agotarte.

¿Cuánto tiempo tienes para repasar?",manejo_bloqueo,evaluacion,NO,MEDIA,Registrar análisis emocional
879,mañana tengo examen y necesito ayuda,examen,apoyo_examen,ANSIOSO,MEDIA,El miedo al examen suele crecer cuando pensamos en todo a la vez.,"Antes del examen, respira lento y lee cada pregunta con calma.",¿Te bloqueas antes o durante el examen?,"El miedo al examen suele crecer cuando pensamos en todo a la vez.

Recomendación: Antes del examen, respira lento y lee cada pregunta con calma.

¿Te bloqueas antes o durante el examen?",plan_estudio,academico,NO,MEDIA,Registrar análisis emocional
880,mañana tengo examen puedes ayudarme,examen,apoyo_examen,ANSIOSO,MEDIA,Respira. Todavía puedes organizar un repaso útil sin castigarte.,"Si te bloqueas, pasa a otra pregunta y vuelve después.",¿Qué tema te preocupa más?,"Respira. Todavía puedes organizar un repaso útil sin castigarte.

Recomendación: Si te bloqueas, pasa a otra pregunta y vuelve después.

¿Qué tema te preocupa más?",manejo_bloqueo,evaluacion,NO,MEDIA,Registrar análisis emocional
